iter	RMSE
127	0.03130176436
128	0.0312925557
129	0.03127747926
130	0.03125834518
131	0.03124063527
132	0.031220715
133	0.03120341715
134	0.03119034161
135	0.03117961475
136	0.03117347691
137	0.03115482284
138	0.03113781769
139	0.03112941392
140	0.03111445028
141	0.03108097792
142	0.03106943163
143	0.03104778919
144	0.03104041674
145	0.03101211474
146	0.03099849631
147	0.03098590398
148	0.03097783467
149	0.03094576756
150	0.03093931842
151	0.03091602694
152	0.03087413735
153	0.03086240715
154	0.03084204257
155	0.03082206571
156	0.03080170399
157	0.03079331116
158	0.03076880117
159	0.03075722896
160	0.03074924466
161	0.03073812218
162	0.0307070608
163	0.03070304424
164	0.03069417129
165	0.0306836517
166	0.03065393873
167	0.03063760739
168	0.0306296907
169	0.03060730984
170	0.03059866651
171	0.03057761581
172	0.03057551812
173	0.03055176123
174	0.03054779108
175	0.03053058809
176	0.03051990253
177	0.03050136826
178	0.03049159466
179	0.03045597463
180	0.03044047243
181	0.03041655265
182	0.03039370237
183	0.03037987023
184	0.03035793122
185	0.03033806138
186	0.03030618304
187	0.03029593755
188	0.03028921969
189	0.03027678663
190	0.03025977215
191	0.03024757038
192	0.0302355222
193	0.03023159023
194	0.03021744529
195	0.03020889251
196	0.03018415122
197	0.03017352644
198	0.03016904218
199	0.03013811646
200	0.0301309305
201	0.03012472782
202	0.0301116069
203	0.03009717913
204	0.03007810745
205	0.03007170255
206	0.03003090814
207	0.03002634939
208	0.03002213421
209	0.03000230817
210	0.02999385832
211	0.0299893113
212	0.02997190557
213	0.0299685454
214	0.02996554993
215	0.02991916907
216	0.02991605926
217	0.02989994883
218	0.02988014338
219	0.0298688346
220	0.02986589844
221	0.02985136714
222	0.02980255063
223	0.02978256251
224	0.02976546659
225	0.02975562222
226	0.02975281726
227	0.02972752274
228	0.02971968882
229	0.02971693038
230	0.02970083599
231	0.029685799
232	0.02965814788
233	0.02960937597
234	0.02960089412
235	0.0295532133
236	0.02954432637
237	0.02952769747
238	0.02952521272
239	0.02951780014
240	0.0294898488
241	0.02948750911
242	0.02945860094
243	0.02945330492
244	0.0294407388
245	0.02943222408
246	0.02940545695
247	0.02938535753
248	0.0293817983
249	0.02935604927
250	0.02934145377
251	0.02933849926
252	0.02932520649
253	0.0293180462
254	0.02930492682
255	0.02926144165
256	0.02922114938
257	0.02921804597
258	0.0292109828
259	0.02920547627
260	0.02918755743
261	0.02918137676
262	0.02917682314
263	0.0291403527
264	0.02913453216
265	0.02911539969
266	0.02909500994
267	0.0290524972
268	0.02903348563
269	0.0290119939
270	0.02898306343
271	0.02896499977
272	0.02893203966
273	0.02891312802
274	0.0289044387
275	0.02887850241
276	0.02886356873
277	0.02883793418
278	0.02882902744
279	0.02880722756
280	0.02878679315
281	0.02878420932
282	0.02877549885
283	0.0287570926
284	0.02875373492
285	0.02874693968
286	0.02873218857
287	0.02872612289
288	0.02871825822
289	0.02870077746
290	0.02867934357
291	0.02866216815
292	0.02865979506
293	0.02865210309
294	0.02863356911
295	0.02863030496
296	0.0286195595
297	0.02860034797
298	0.02859715507
299	0.02859137664
300	0.02856034856
301	0.02854800173
302	0.02853722907
303	0.02852129934
304	0.02851889872
305	0.02850523264
306	0.02849520685
307	0.02848650141
308	0.02847346702
309	0.0284451328
310	0.02843641941
311	0.02843018716
312	0.02839981003
313	0.02838525303
314	0.02837581027
315	0.02834518964
316	0.0283415399
317	0.02833511486
318	0.02831727866
319	0.02831012871
320	0.02829980448
321	0.02828467772
322	0.02827931555
323	0.0282489826
324	0.02822308596
325	0.02820794114
326	0.02818827544
327	0.0281711982
328	0.02815813476
329	0.02812937234
330	0.02811713117
331	0.0281109886
332	0.02807593438
333	0.02806750736
334	0.02804951346
335	0.02804283529
336	0.02802276272
337	0.02801913198
338	0.02801427057
339	0.02800326889
340	0.02799027131
341	0.02795823841
342	0.02793873471
343	0.0279334646
344	0.02792588268
345	0.02791485682
346	0.02789595605
347	0.02787149174
348	0.02785470398
349	0.02783716004
350	0.02783437583
351	0.02782776451
352	0.02781616789
353	0.0277896096
354	0.02777370006
355	0.02776547633
356	0.02775713808
357	0.02775523359
358	0.02773993841
359	0.02773449612
360	0.02772962893
361	0.0277260919
362	0.02769468776
363	0.02768810294
364	0.0276777409
365	0.02767038636
366	0.02766634312
367	0.02766454385
368	0.02765861683
369	0.02765134605
370	0.02763682639
371	0.02763290766
372	0.02762201059
373	0.02761631018
374	0.02759949192
375	0.02759258302
376	0.02757830381
377	0.02756820809
378	0.02756213151
379	0.02755814855
380	0.02754927405
381	0.02753227788
382	0.02750398163
383	0.02748083375
384	0.02746978083
385	0.0274654737
386	0.02745551838
387	0.02744597339
388	0.02743873942
389	0.02743502128
390	0.02743334431
391	0.02742340463
392	0.02740798947
393	0.02740372226
394	0.02738322107
395	0.02736827327
396	0.02735832535
397	0.02735377652
398	0.02734026194
399	0.02732933811
400	0.02731909324
401	0.02730584964
402	0.02730281202
403	0.02728226458
404	0.02727233446
405	0.02726505586
406	0.02725395231
407	0.02724112922
408	0.02723952668
409	0.02722933191
410	0.02722480548
411	0.02722274306
412	0.02720014997
413	0.02719457111
414	0.02718556612
415	0.02717034437
416	0.02715787532
417	0.02715635245
418	0.02714639099
419	0.02713275446
420	0.02713128946
421	0.02712175752
422	0.02711335588
423	0.02709433495
424	0.02706610408
425	0.02706450956
426	0.02705397437
427	0.02704548448
428	0.02703908744
429	0.02703470458
430	0.02701835008
431	0.02700220353
432	0.02699484663
433	0.02698514048
434	0.02697754952
435	0.02696459859
436	0.02695884236
437	0.02693900489
438	0.02693050196
439	0.02692225464
440	0.02690943001
441	0.02689886884
442	0.02688208803
443	0.02687389193
444	0.02687253359
445	0.02684866408
446	0.02684726341
447	0.0268441758
448	0.02682666801
449	0.02680831464
450	0.02680443669
451	0.02680311238
452	0.02679667926
453	0.02678244724
454	0.02677236013
455	0.02675190114
456	0.02674697939
457	0.02672977579
458	0.02672185629
459	0.02672059048
460	0.02670287182
461	0.02669225834
462	0.02668578602
463	0.02667637447
464	0.0266691328
465	0.02666727846
466	0.02665971534
467	0.02665569415
468	0.02665021915
469	0.02664594146
470	0.02663982271
471	0.02663863072
472	0.02663364045
473	0.02663049895
474	0.026613962
475	0.0265972835
476	0.0265843925
477	0.02657942279
478	0.02657569288
479	0.02657373711
480	0.02656794562
481	0.02655295947
482	0.02653852162
483	0.02653231797
484	0.02651160879
485	0.02649945399
486	0.02649242877
487	0.02646595779
488	0.02646122782
489	0.02645761474
490	0.02644473664
491	0.0264436109
492	0.02643557939
493	0.02642485614
494	0.02642378554
495	0.02641404144
496	0.0264074068
497	0.02640278191
498	0.02639978016
499	0.02639092815
500	0.02638988063
501	0.02638348866
502	0.02637455627
503	0.02637181294
504	0.02635293313
505	0.02634911527
506	0.0263464119
507	0.02634152666
508	0.02633400603
509	0.02633060322
510	0.02632879685
511	0.02632366122
512	0.02631567702
513	0.02630336439
514	0.02629407586
515	0.02629115166
516	0.02627886396
517	0.02626755533
518	0.02626655569
519	0.02625502433
520	0.02625137539
521	0.02623811435
522	0.02623228709
523	0.02622407495
524	0.02620561303
525	0.02619627845
526	0.02619531746
527	0.02618717325
528	0.02618028135
529	0.02616144978
530	0.02615741318
531	0.02613754115
532	0.02612904588
533	0.02611913028
534	0.0261161614
535	0.02610683368
536	0.02609069984
537	0.02607152242
538	0.02606689818
539	0.02606322631
540	0.02604600005
541	0.02603879373
542	0.02603560813
543	0.02602291458
544	0.02601479096
545	0.02600723047
546	0.02598942734
547	0.0259838653
548	0.02597852958
549	0.02596577009
550	0.02596321304
551	0.02596009601
552	0.0259353615
553	0.02592351086
554	0.02591566982
555	0.02590618235
556	0.02589194882
557	0.02588262415
558	0.02586801591
559	0.02586497745
560	0.02585991305
561	0.02585041312
562	0.02583917617
563	0.02581922607
564	0.02579868016
565	0.02579147548
566	0.02578816685
567	0.02578646072
568	0.02577463972
569	0.02577098345
570	0.02576390822
571	0.02576133103
572	0.02574203938
573	0.02573561663
574	0.02572557533
575	0.02572422286
576	0.02571980991
577	0.02570300201
578	0.02569998196
579	0.0256898483
580	0.02565905985
581	0.02565670374
582	0.02565119675
583	0.02564824208
584	0.02564429706
585	0.02562978255
586	0.02561551353
587	0.02559895804
588	0.02559670509
589	0.02559588024
590	0.02559426867
591	0.02558387009
592	0.02557445292
593	0.02556711127
594	0.02555109449
595	0.02554739347
596	0.02554452703
597	0.02553839473
598	0.02552942896
599	0.02552466966
600	0.02552269519
601	0.02551067664
602	0.02550609753
603	0.02549498889
604	0.02549018011
605	0.02548123429
606	0.02547777359
607	0.0254756427
608	0.02547262917
609	0.02546476176
610	0.02545763226
611	0.02544781416
612	0.02544292513
613	0.02544025808
614	0.02543015753
615	0.02542451472
616	0.02541709576
617	0.0254149222
618	0.02541179825
619	0.02540200249
620	0.02540099937
621	0.02539752538
622	0.02539195734
623	0.02537835248
624	0.02537491935
625	0.02535792347
626	0.02534604215
627	0.02533725244
628	0.0253222106
629	0.02530664999
630	0.02528997254
631	0.02528057968
632	0.0252798779
633	0.0252628069
634	0.0252553214
635	0.02525305626
636	0.02524504595
637	0.02524008746
638	0.02522691138
639	0.02521685785
640	0.0252117998
641	0.02519868708
642	0.02518492724
643	0.02518073492
644	0.02517462622
645	0.02517341392
646	0.02516456011
647	0.02515394998
648	0.02514913108
649	0.02514680911
650	0.02513810337
651	0.02513207763
652	0.02512995533
653	0.02512572669
654	0.02511235413
655	0.02510900781
656	0.02510403198
657	0.02509703083
658	0.02509437921
659	0.0250923354
660	0.02508127718
661	0.02507654209
662	0.02506301746
663	0.02506114234
664	0.02505877526
665	0.02505081437
666	0.0250464992
667	0.02502515868
668	0.02502225367
669	0.02501287073
670	0.02500750885
671	0.02500387541
672	0.02500127066
673	0.02499918148
674	0.02498601197
675	0.02497002322
676	0.02496562618
677	0.0249528441
678	0.02494926866
679	0.02494093328
680	0.02493905901
681	0.02493049831
682	0.02492950135
683	0.02492077819
684	0.02491258545
685	0.02491115322
686	0.02490469889
687	0.02490406216
688	0.02490096206
689	0.02489171611
690	0.02488195625
691	0.02487815468
692	0.02485825563
693	0.02484937806
694	0.02484651699
695	0.0248423091
696	0.02484014489
697	0.02483377985
698	0.02483105299
699	0.02482838639
700	0.02482429292
701	0.02481578583
702	0.02481258788
703	0.02481026071
704	0.02480120218
705	0.02479752492
706	0.02477279537
707	0.02477066207
708	0.02476807513
709	0.02476290865
710	0.02475284592
711	0.02474915573
712	0.02473428914
713	0.02471891653
714	0.02471683922
715	0.02471509498
716	0.02471131499
717	0.02470658089
718	0.02470002721
719	0.02469582414
720	0.02469331008
721	0.02468800038
722	0.02468211384
723	0.02467144313
724	0.02466912945
725	0.02466853603
726	0.02465994939
727	0.02465789085
728	0.02465560005
729	0.02465220522
730	0.02464903741
731	0.02463139481
732	0.02462812869
733	0.02462059419
734	0.02460493354
735	0.02460248515
736	0.02459203559
737	0.02457638262
738	0.02456791924
739	0.02455969731
740	0.02455292439
741	0.02455048982
742	0.02454902109
743	0.02454590856
744	0.02453829808
745	0.02453506365
746	0.0245204341
747	0.0245185271
748	0.02450267536
749	0.02449431588
750	0.02449282605
751	0.02448721277
752	0.02448367928
753	0.02447181842
754	0.02446484659
755	0.02445099793
756	0.02445038884
757	0.02444547374
758	0.02444410525
759	0.02444101084
760	0.02443507589
761	0.02442957994
762	0.02441508245
763	0.02440589287
764	0.02440377608
765	0.0243976609
766	0.0243969524
767	0.02439234789
768	0.02437415191
769	0.0243663631
770	0.02435831909
771	0.02435070669
772	0.02434040705
773	0.02433345783
774	0.02432588433
775	0.02432182166
776	0.02431877299
777	0.02431637331
778	0.02431271642
779	0.02430893118
780	0.02429419212
781	0.02429064815
782	0.02428718608
783	0.02428163968
784	0.02427530435
785	0.02426625796
786	0.02426047992
787	0.02425769191
788	0.0242533755
789	0.02423192854
790	0.02421807661
791	0.02421741642
792	0.02420764596
793	0.02419413417
794	0.0241845239
795	0.02418403218
796	0.02418153377
797	0.0241645086
798	0.02415809189
799	0.02415513639
800	0.02414811205
801	0.02414473494
802	0.02414325559
803	0.02413982479
804	0.02413491664
805	0.02413137745
806	0.02412677412
807	0.0241249122
808	0.02412273402
809	0.02411475682
810	0.02411117309
811	0.02410959885
812	0.02410812389
813	0.02410536518
814	0.02409381875
815	0.02409172583
816	0.02408754562
817	0.02408528585
818	0.02406523222
819	0.02406264919
820	0.02405815986
821	0.0240528721
822	0.02404352519
823	0.0240392328
824	0.02403874727
825	0.02403350461
826	0.0240313148
827	0.02402934977
828	0.02401907437
829	0.02400862725
830	0.02400309247
831	0.02400096636
832	0.02398810316
833	0.02398089506
834	0.02397898987
835	0.02397755928
836	0.02397502952
837	0.02396631684
838	0.02396427392
839	0.02396260832
840	0.02394754308
841	0.02393396539
842	0.02391821145
843	0.02391014236
844	0.02390581315
845	0.02389990862
846	0.02389839049
847	0.02389604182
848	0.02389276623
849	0.02388785086
850	0.02388603005
851	0.02388119403
852	0.02387504161
853	0.02386811686
854	0.02385858716
855	0.0238506265
856	0.02384815974
857	0.02384672523
858	0.02384197013
859	0.02384019791
860	0.02383120879
861	0.02382433063
862	0.02382381251
863	0.02381356756
864	0.02381192133
865	0.02380812626
866	0.02380595096
867	0.02380119381
868	0.02379563003
869	0.02379086943
870	0.02378864331
871	0.02378638582
872	0.02378448731
873	0.02377274843
874	0.02377119863
875	0.02376552108
876	0.02374889938
877	0.02374671789
878	0.02374292847
879	0.02374089251
880	0.02373419526
881	0.02372933598
882	0.023727448
883	0.0237256143
884	0.02371307966
885	0.02370281331
886	0.02370061272
887	0.02369508194
888	0.02368798006
889	0.02366849415
890	0.02366018487
891	0.02365821934
892	0.02364672339
893	0.02363393985
894	0.0236277735
895	0.02362587562
896	0.02362284115
897	0.02362157487
898	0.02361759691
899	0.02360553079
900	0.02359597745
901	0.02359348654
902	0.0235804875
903	0.0235780931
904	0.0235697092
905	0.02356779194
906	0.02356565889
907	0.02355980742
908	0.02354378029
909	0.02354245886
910	0.02354189504
911	0.02353919395
912	0.02353284105
913	0.02352980487
914	0.02351102268
915	0.02350909042
916	0.02350659481
917	0.02350143939
918	0.02348787866
919	0.02348735413
920	0.02348122118
921	0.02347825827
922	0.02347517351
923	0.023473133
924	0.02346716206
925	0.02346498144
926	0.02346024126
927	0.02345120176
928	0.02344573311
929	0.02344373832
930	0.02344135743
931	0.02343513879
932	0.02342739807
933	0.02341360697
934	0.02341153805
935	0.02340479357
936	0.02340241842
937	0.02340073324
938	0.02339902289
939	0.02339772523
940	0.02339611374
941	0.02339493068
942	0.0233873482
943	0.02338530071
944	0.02338347235
945	0.02337622287
946	0.02337462882
947	0.02337269897
948	0.0233545073
949	0.02335056647
950	0.02333397457
951	0.02332592245
952	0.02332356636
953	0.02332188547
954	0.02331970149
955	0.02331799365
956	0.02331350941
957	0.02330791431
958	0.0232959944
959	0.02329189695
960	0.02328923846
961	0.02326611683
962	0.02326569001
963	0.02325045265
964	0.02324705705
965	0.02324573939
966	0.02324055584
967	0.02323815569
968	0.02323246429
969	0.02322163939
970	0.02322006797
971	0.02321813885
972	0.02321298607
973	0.02319783191
974	0.0231874496
975	0.02317359402
976	0.0231672086
977	0.02316547274
978	0.02316221192
979	0.02316008829
980	0.02315809034
981	0.0231464959
982	0.02314477643
983	0.02313883071
984	0.02313706079
985	0.02313509924
986	0.02312844913
987	0.02312625372
988	0.02312494304
989	0.02312075418
990	0.02310972252
991	0.02310335606
992	0.02310081659
993	0.02309968911
994	0.02309547198
995	0.02309027717
996	0.02308876818
997	0.02308473906
998	0.02308294136
999	0.0230808875
